,Date,Red Fighter Name,Blue Fighter Name,American Odd that Red Fighter Will Win,American Odd that Blue Fighter Will Win,Location,Country,Winner of the Fight,Title Bout?,Weight Class,Number of Rounds in Fight,Blue Significant Strikes Landed/min,Blue Significant Striking Accuracy,Blue Average Submissions Attempted/15min,Blue Average Takedowns Landed/15min,Blue Takedown Accuracy,Red Significant Strikes Landed/min,Red Significant Striking Accuracy,Red Average Submissions Attempted/15min,Red Average Takedowns Landed/15min,Red Takedown Accuracy
244,2020-08-22,Amanda Lemos,Mizuki Inoue,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,3,6.2,0.45,0.0,0.0,0.0,6.55,0.64,1.3,2.59,1.0
245,2020-08-22,Austin Hubbard,Joe Solecki,-112,-112,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,3.67,0.76,0.8,3.99,0.83,3.53,0.48,0.0,0.82,0.6
246,2020-08-22,Ike Villanueva,Jordan Wright,104,-129,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,3,3.0,0.28,0.0,0.0,0.0,2.75,0.29,0.0,0.0,0.0
247,2020-08-22,Carlton Minus,Matthew Semelsberger,-118,-106,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,2020-08-22,Timur Valiev,Trevin Jones,-560,387,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,2020-08-29,Anthony Smith,Aleksandar Rakic,225,-278,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,3,5.17,0.52,0.3,1.2,0.28,3.19,0.46,0.7,0.45,0.27
250,2020-08-29,Robbie Lawler,Neil Magny,200,-250,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,3,3.95,0.47,0.3,2.55,0.44,3.57,0.45,0.0,0.71,0.66
251,2020-08-29,Ji Yeon Kim,Alexa Grasso,230,-315,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,3,5.25,0.41,0.6,0.19,0.33,4.49,0.33,0.0,0.0,0.0
252,2020-08-29,Ricardo Lamas,Bill Algeo,-335,240,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,9.8,0.53,0.0,0.0,0.0,2.88,0.45,1.0,1.63,0.32
253,2020-08-29,Maki Pitolo,Impa Kasanganay,115,-139,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,5.53,0.58,0.0,2.5,1.0,4.95,0.45,0.6,2.27,0.66
254,2020-08-29,Mallory Martin,Hannah Cifers,-315,239,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,3,4.68,0.43,0.3,0.29,1.0,4.56,0.59,0.0,3.53,0.62
255,2020-08-29,Alessio Di Chirico,Zak Cummings,-114,-109,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,2.47,0.32,0.8,0.75,0.28,3.2,0.42,0.0,1.95,0.5
256,2020-08-29,Alex Caceres,Austin Springer,-225,176,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,3.46,0.63,1.1,4.24,0.44,4.14,0.49,0.7,0.55,0.76
257,2020-08-29,Polyana Viana,Emily Whitmire,110,-139,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,3,2.84,0.31,0.6,1.18,0.66,3.89,0.41,1.3,1.29,0.37
258,2020-08-29,Sean Brady,Christian Aguilera,-455,330,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,10.17,0.43,0.0,0.0,0.0,5.53,0.55,0.5,3.0,0.5
259,2020-09-05,Alistair Overeem,Augusto Sakai,-159,130,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,5,5.45,0.46,0.0,0.19,0.5,3.66,0.63,0.9,1.4,0.54
260,2020-09-05,Ovince Saint Preux,Alonzo Menifield,110,-134,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,3.75,0.47,0.0,0.0,0.0,2.6,0.46,0.6,1.27,0.4
261,2020-09-05,Michel Pereira,Zelim Imadaev,-112,-112,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,3.69,0.41,0.0,0.6,0.5,3.04,0.51,0.0,2.0,0.57
262,2020-09-05,Brian Kelleher,Ray Rodriguez,-380,315,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,1.24,0.32,0.0,2.32,0.5,4.45,0.4,0.8,1.2,0.25
263,2020-09-05,Andre Muniz,Bartosz Fabinski,132,-165,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,2.22,0.7,0.0,7.17,0.7,2.27,0.59,1.4,2.83,0.35
264,2020-09-05,Viviane Araujo,Montana De La Rosa,-182,145,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,2.3,0.33,1.9,2.22,0.33,4.51,0.47,0.0,2.57,0.58
265,2020-09-05,Cole Smith,Hunter Azure,185,-235,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,4.71,0.49,1.9,1.55,0.33,1.63,0.33,1.0,1.5,0.3
266,2020-09-12,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
267,2020-09-12,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
268,2020-09-12,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
269,2020-09-12,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
270,2020-09-12,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
271,2020-09-12,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
272,2020-09-12,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
273,2020-09-12,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,2020-09-12,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
275,2020-09-12,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
276,2020-09-12,Bryan Barberena,Anthony Ivy,-278,215,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,4.07,0.36,0.0,0.0,0.0,5.65,0.48,0.3,0.26,0.33
277,2020-09-12,Sabina Mazo,Justine Kish,-265,200,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.28,0.49,0.2,1.0,0.35,6.44,0.45,0.0,1.33,1.0
278,2020-09-19,Colby Covington,Tyron Woodley,-335,260,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,5,2.38,0.49,0.4,1.11,0.39,4.17,0.37,0.2,4.91,0.51
279,2020-09-19,Khamzat Chimaev,Gerald Meerschaert,-400,300,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,3.31,0.42,1.7,2.34,0.43,8.88,0.72,3.2,4.81,0.75
280,2020-09-19,Johnny Walker,Ryan Spann,-125,100,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,3.32,0.43,1.9,1.13,0.3,4.01,0.7,1.3,0.43,1.0
281,2020-09-19,Mackenzie Dern,Randa Markos,-177,140,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,3,2.96,0.41,0.2,1.35,0.28,3.14,0.32,1.3,0.43,0.07
282,2020-09-19,Kevin Holland,Darren Stewart,-265,205,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,2.97,0.43,0.2,1.32,0.42,4.65,0.55,1.0,1.12,0.43
283,2020-09-19,Jordan Espinosa,David Dvorak,-112,-112,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,3,4.47,0.5,0.0,0.0,0.0,5.49,0.6,0.3,1.19,0.3
284,2020-09-19,Mirsad Bektic,Damon Jackson,-375,277,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,3,2.71,0.35,0.0,1.77,0.2,2.59,0.41,0.5,3.32,0.47
285,2020-09-19,Mayra Bueno Silva,Mara Romero Borella,-275,210,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,2.54,0.37,0.2,1.66,0.43,4.87,0.54,1.4,0.0,0.0
286,2020-09-19,Jessica-Rose Clark,Sarah Alpar,-230,180,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3,4.42,0.61,1.9,3.79,0.66,4.53,0.47,0.5,1.0,0.5
287,2020-09-19,Darrick Minner,TJ Laramie,245,-335,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,3.2,0.59,0.0,3.0,1.0,2.3,0.55,3.3,1.65,0.33
288,2020-09-19,Journey Newson,Randy Costa,-137,110,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,8.05,0.46,0.0,0.0,0.0,2.81,0.33,1.0,0.0,0.0
289,2020-09-19,Andre Ewell,Irwin Rivera,-240,187,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,2.33,0.41,0.0,1.0,0.22,3.74,0.4,0.0,0.21,0.5
290,2020-09-19,Tyson Nam,Jerome Rivera,-190,150,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.2,0.45,0.0,0.0,0.0,3.01,0.28,0.0,0.0,0.0
291,2020-09-26,Israel Adesanya,Paulo Costa,-186,151,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,True,Middleweight,5,8.43,0.57,0.0,0.0,0.0,3.96,0.48,0.3,0.0,0.0
292,2020-09-26,Dominick Reyes,Jan Blachowicz,-265,215,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,True,Light Heavyweight,5,3.45,0.48,0.3,1.16,0.52,4.88,0.49,0.2,0.24,0.16
293,2020-09-26,Kai Kara-France,Brandon Royval,-240,188,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,1.93,0.48,3.6,1.81,1.0,5.27,0.38,0.0,0.6,0.25
294,2020-09-26,Ketlen Vieira,Sijara Eubanks,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Bantamweight,3,4.71,0.42,0.5,2.17,0.48,2.74,0.35,0.8,2.03,0.57
295,2020-09-26,Hakeem Dawodu,Zubaira Tukhugov,115,-143,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,3,2.58,0.38,0.0,2.88,0.56,5.28,0.46,0.0,0.0,0.0
296,2020-09-26,Brad Riddell,Alex Da Silva,-335,253,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Lightweight,3,1.08,0.43,0.0,2.59,0.57,4.3,0.57,0.0,1.0,1.0
297,2020-09-26,Diego Sanchez,Jake Matthews,470,-715,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Welterweight,3,2.98,0.46,0.7,2.2,0.41,2.73,0.38,0.9,1.57,0.24
298,2020-09-26,Shane Young,Ludovit Klein,108,-129,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,6.1,0.4,0.0,0.76,0.25
299,2020-09-26,William Knight,Aleksa Camur,134,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,5.96,0.53,0.0,0.72,0.5,6.61,0.78,0.0,3.54,0.57
300,2020-09-26,Juan Espino,Jeff Hughes,-305,233,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,3,4.34,0.51,0.0,0.78,0.5,6.11,0.95,8.3,8.33,1.0
301,2020-09-26,Khadis Ibragimov,Danilo Marques,-182,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Light Heavyweight,3,0.0,0.0,0.0,0.0,0.0,4.64,0.51,0.0,1.44,0.3
302,2020-10-03,Holly Holm,Irene Aldana,-125,103,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Bantamweight,5,6.16,0.38,0.1,0.28,0.5,2.75,0.35,0.1,0.5,0.27
303,2020-10-03,Yorgan De Castro,Carlos Felipe,-265,205,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.93,0.36,0.0,0.0,0.0,2.19,0.41,0.0,0.0,0.0
304,2020-10-03,Germaine de Randamie,Julianna Pena,-150,122,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Bantamweight,3,2.96,0.51,0.9,2.6,0.52,2.72,0.47,0.2,0.0,0.0
305,2020-10-03,Kyler Phillips,Cameron Else,-480,342,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Bantamweight,3,0.0,0.0,0.0,0.0,0.0,6.53,0.53,0.9,1.9,0.5
306,2020-10-03,Dequan Townsend,Dusko Todorovic,245,-335,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Middleweight,3,6.8,0.71,0.0,0.0,0.0,1.15,0.35,0.0,0.0,0.0
307,2020-10-03,Carlos Condit,Court McGee,111,-137,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Welterweight,3,4.86,0.35,0.4,1.71,0.21,3.56,0.39,1.2,0.58,0.55
308,2020-10-03,Jordan Williams,Nassourdine Imavov,-125,105,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Middleweight,3,0.0,0.0,0.0,0.0,0.0,8.05,0.55,0.0,1.45,1.0
309,2020-10-03,Loma Lookboonmee,Jinh Yu Frey,-150,120,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Strawweight,3,2.09,0.56,0.0,0.0,0.0,5.07,0.54,0.0,1.0,0.28
310,2020-10-03,Casey Kenney,Heili Alateng,-335,246,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Bantamweight,3,2.77,0.37,0.0,3.5,0.35,3.66,0.42,0.8,1.35,0.5
311,2020-10-03,Luigi Vendramini,Jessin Ayari,-109,-114,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Lightweight,3,3.58,0.38,0.3,0.0,0.0,0.63,0.23,2.4,0.0,0.0
312,2020-10-10,Marlon Moraes,Cory Sandhagen,115,-141,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Bantamweight,5,6.95,0.48,0.6,1.2,0.5,3.53,0.39,0.5,0.46,0.25
313,2020-10-10,Edson Barboza,Makwan Amirkhani,-286,225,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,3,1.55,0.46,1.6,3.45,0.36,4.08,0.43,0.1,0.46,0.44
314,2020-10-10,Ben Rothwell,Marcin Tybura,-159,130,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,3.32,0.5,0.1,1.69,0.48,3.37,0.43,0.3,0.68,0.33
315,2020-10-10,Markus Perez,Dricus Du Plessis,133,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Middleweight,3,0.0,0.0,0.0,0.0,0.0,2.75,0.48,1.1,1.08,0.26
316,2020-10-10,Tom Aspinall,Alan Baudot,-560,400,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,13.33,0.1,0.0,0.0,0.0
317,2020-10-10,Youssef Zalal,Ilia Topuria,-162,130,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,3.2,0.55,1.7,3.0,0.47
318,2020-10-10,Tom Breese,KB Bhullar,-275,210,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,3,0.0,0.0,0.0,0.0,0.0,3.55,0.5,0.3,0.0,0.0
319,2020-10-10,Chris Daukaus,Rodrigo Nascimento,205,-265,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,3,4.44,0.56,2.9,2.9,1.0,8.28,0.62,0.0,0.0,0.0
320,2020-10-10,Impa Kasanganay,Joaquin Buckley,-265,200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Middleweight,3,3.8,0.33,0.0,0.0,0.0,5.58,0.52,0.0,1.67,0.83
321,2020-10-10,Ali AlQaisi,Tony Kelley,190,-245,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Bantamweight,3,7.6,0.5,0.0,0.0,0.0,2.93,0.41,1.0,2.0,0.22
322,2020-10-10,Giga Chikadze,Omar Morales,136,-175,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,3,3.85,0.37,0.0,0.42,1.0,3.31,0.44,0.0,0.51,0.5
323,2020-10-10,Tracy Cortez,Stephanie Egger,-205,160,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Bantamweight,3,0.0,0.0,0.0,0.0,0.0,4.83,0.54,0.0,3.0,0.37
324,2020-10-10,Bruno Silva,Tagir Ulanbekov,321,-455,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,2.32,0.44,0.0,2.68,0.22
325,2020-10-17,Brian Ortega,Chan Sung Jung,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,5,4.58,0.41,0.6,0.78,0.41,4.07,0.33,1.4,0.51,0.16
326,2020-10-17,Katlyn Chookagian,Jessica Andrade,130,-159,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Women's Flyweight,3,6.4,0.49,0.4,3.02,0.57,4.19,0.35,0.5,0.31,0.15
327,2020-10-17,Jimmy Crute,Modestas Bukauskas,-335,250,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,3.6,0.36,0.0,0.0,0.0,4.08,0.55,2.6,4.63,0.81
328,2020-10-17,Claudio Silva,James Krause,120,-150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Welterweight,3,4.65,0.48,1.0,1.05,0.18,2.8,0.51,2.1,3.32,0.33
329,2020-10-17,Thomas Almeida,Jonathan Martinez,-139,110,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Featherweight,3,4.22,0.5,0.0,0.64,0.37,5.66,0.45,0.0,0.0,0.0
330,2020-10-17,Mateusz Gamrot,Guram Kutateladze,-335,245,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,2020-10-17,Gillian Robertson,Poliana Botelho,-215,169,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Flyweight,3,3.65,0.58,0.0,1.27,1.0,1.96,0.48,1.2,3.33,0.52
332,2020-10-17,Junyong Park,John Phillips,-278,215,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,3,2.25,0.34,0.0,0.0,0.0,6.41,0.47,0.0,3.04,0.5
333,2020-10-17,Jamie Mullarkey,Fares Ziam,-137,110,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,0.67,0.32,0.0,0.0,0.0,2.4,0.37,1.0,3.0,0.2
334,2020-10-17,Gadzhimurad Antigulov,Maxim Grishin,277,-375,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Light Heavyweight,3,1.2,0.56,0.0,0.0,0.0,2.89,0.56,2.8,8.4,0.42
335,2020-10-17,Said Nurmagomedov,Mark Striegl,-435,317,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Bantamweight,3,0.0,0.0,0.0,0.0,0.0,4.22,0.44,0.0,0.46,0.07
336,2020-10-24,Khabib Nurmagomedov,Justin Gaethje,-315,255,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,True,Lightweight,5,7.74,0.59,0.0,0.0,0.0,4.11,0.49,0.7,5.35,0.47
337,2020-10-24,Robert Whittaker,Jared Cannonier,-110,-110,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,3,3.72,0.51,0.0,0.18,0.33,4.51,0.4,0.0,0.46,0.3
338,2020-10-24,Alexander Volkov,Walt Harris,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,3,2.97,0.39,0.2,0.32,0.33,4.65,0.58,0.2,0.72,0.7
339,2020-10-24,Jacob Malkoun,Phillip Hawes,195,-250,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Middleweight,3,3.47,0.46,0.0,1.74,0.14,0.0,0.0,0.0,0.0,0.0
340,2020-10-24,Lauren Murphy,Liliya Shakirova,-215,170,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Flyweight,3,0.0,0.0,0.0,0.0,0.0,3.88,0.39,0.0,1.14,0.35
341,2020-10-24,Magomed Ankalaev,Ion Cutelaba,-335,250,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,5.29,0.39,0.0,2.59,0.71,3.46,0.56,0.0,0.68,0.33
342,2020-10-24,Stefan Struve,Tai Tuivasa,-112,-112,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,4.09,0.48,0.0,0.0,0.0,3.13,0.47,1.7,0.58,0.5
343,2020-10-24,Nathaniel Wood,Casey Kenney,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Catch Weight,3,4.25,0.42,0.6,1.13,0.46,5.52,0.48,1.1,1.65,0.6
344,2020-10-24,Alex Oliveira,Shavkat Rakhmonov,-112,-112,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,2.89,0.5,0.6,2.47,0.37
345,2020-10-24,Liana Jojua,Miranda Maverick,295,-400,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Women's Flyweight,3,0.0,0.0,0.0,0.0,0.0,1.39,0.43,3.0,1.98,0.66
346,2020-10-24,Joel Alvarez,Alexander Yakovlev,-175,138,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Lightweight,3,1.79,0.47,0.2,1.56,0.33,3.03,0.36,0.6,0.0,0.0
347,2020-10-31,Uriah Hall,Anderson Silva,-230,185,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,5,3.04,0.62,0.8,0.52,0.77,3.31,0.5,0.2,0.75,0.38
348,2020-10-31,Bryce Mitchell,Andre Fili,-150,120,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,3.9,0.36,0.2,2.71,0.49,2.05,0.59,2.7,2.13,0.41
349,2020-10-31,Maurice Greene,Greg Hardy,250,-335,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,3,4.48,0.48,0.0,0.0,0.0,4.31,0.44,0.7,0.0,0.0
350,2020-10-31,Kevin Holland,Charlie Ontiveros,-770,500,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,0.0,0.0,0.0,0.0,0.0,4.69,0.56,0.8,0.96,0.36
351,2020-10-31,Bobby Green,Thiago Moises,-335,245,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,2.68,0.43,1.6,1.1,0.28,5.13,0.51,0.4,1.53,0.39
352,2020-10-31,Chris Gruetzemacher,Alexander Hernandez,315,-435,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,3.17,0.38,0.0,2.15,0.38,7.12,0.58,0.0,0.0,0.0
353,2020-10-31,Adrian Yanez,Victor Rodriguez,-500,356,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,0.0,0.0,0.0,0.0,0.0,10.77,0.7,0.0,0.0,0.0
354,2020-10-31,Sean Strickland,Jack Marshman,-375,277,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,2.64,0.28,0.0,0.0,0.0,4.34,0.35,0.5,1.37,0.57
355,2020-10-31,Cole Williams,Jason Witt,119,-148,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,3,2.5,0.4,0.0,0.0,0.0,0.77,0.33,0.0,0.0,0.0
356,2020-10-31,Dustin Jacoby,Justin Ledet,-400,296,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,3.33,0.39,0.2,0.24,0.5,3.4,0.46,0.0,0.3,1.0
357,2020-10-31,Miles Johns,Kevin Natividad,-165,131,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,0.0,0.0,0.0,0.0,0.0,3.19,0.49,0.0,1.64,0.66
358,2020-11-07,Thiago Santos,Glover Teixeira,-240,190,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,5,3.74,0.47,0.9,1.87,0.38,4.44,0.47,0.1,0.83,0.4
359,2020-11-07,Andrei Arlovski,Tanner Boser,235,-305,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,4.54,0.54,0.0,0.0,0.0,3.54,0.44,0.3,0.5,0.36
360,2020-11-07,Raoni Barcelos,Khalid Taha,-400,295,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,2.64,0.5,0.5,0.0,0.0,4.79,0.5,0.7,2.31,0.58
361,2020-11-07,Claudia Gadelha,Yan Xiaonan,125,-155,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,3,6.72,0.42,0.0,1.2,0.75,3.4,0.41,0.7,3.13,0.45
362,2020-11-07,Trevin Giles,Bevon Lewis,100,-125,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,4.05,0.45,0.0,0.0,0.0,3.61,0.56,0.2,1.47,1.0
363,2020-11-07,Giga Chikadze,Jamey Simmons,-835,525,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,3.52,0.43,0.0,0.4,0.4
